Store,Date,Year,product_category,product_type,period,amount
7,2018-07-01T00:00:00Z,2018,3-73,XYYF,Q1,6958
7,2018-07-01T00:00:00Z,2018,3-73,XYYF,Q2,7680.81
7,2018-07-01T00:00:00Z,2018,3-73,XYYF,Q3,6446.34
7,2018-07-01T00:00:00Z,2018,3-73,XYYF,Q4,5770.23
22,2018-07-01T00:00:00Z,2018,2-222,XYYF,Q1,51334.84
22,2018-07-01T00:00:00Z,2018,2-222,XYYF,Q2,48267.27
22,2018-07-01T00:00:00Z,2018,2-222,XYYF,Q3,50842.39
22,2018-07-01T00:00:00Z,2018,2-222,XYYF,Q4,46873.95
37,2018-07-01T00:00:00Z,2018,42-3742,XXRP,Q1,118.78
37,2018-07-01T00:00:00Z,2018,42-3742,XXRP,Q2,105
37,2018-07-01T00:00:00Z,2018,42-3742,XXRP,Q3,177.47
37,2018-07-01T00:00:00Z,2018,42-3742,XXRP,Q4,106.97
7,2018-07-03T00:00:00Z,2018,2-72,XYYF,Q1,21129.93
7,2018-07-03T00:00:00Z,2018,2-72,XYYF,Q2,21635.61
7,2018-07-03T00:00:00Z,2018,2-72,XYYF,Q3,21900.24
7,2018-07-03T00:00:00Z,2018,2-72,XYYF,Q4,21804.64
32,2018-07-05T00:00:00Z,2018,21-3221,XYYF,Q1,5383.24
32,2018-07-05T00:00:00Z,2018,21-3221,XYYF,Q2,5144.53
32,2018-07-05T00:00:00Z,2018,21-3221,XYYF,Q3,4799.86
32,2018-07-05T00:00:00Z,2018,21-3221,XYYF,Q4,4926.64
10,2018-07-06T00:00:00Z,2018,30-1030,XXRP,Q1,14727.96
10,2018-07-06T00:00:00Z,2018,30-1030,XXRP,Q2,14404.71
10,2018-07-06T00:00:00Z,2018,30-1030,XXRP,Q3,15675.47
10,2018-07-06T00:00:00Z,2018,30-1030,XXRP,Q4,15177.5
22,2018-07-07T00:00:00Z,2018,25-2225,XYYF,Q1,6398
22,2018-07-07T00:00:00Z,2018,25-2225,XYYF,Q2,6732
22,2018-07-07T00:00:00Z,2018,25-2225,XYYF,Q3,6157
22,2018-07-07T00:00:00Z,2018,25-2225,XYYF,Q4,6153.25
32,2018-07-07T00:00:00Z,2018,8-328,XYYF,Q1,25066.17
32,2018-07-07T00:00:00Z,2018,8-328,XYYF,Q2,25400.48
32,2018-07-07T00:00:00Z,2018,8-328,XYYF,Q3,25018.9
32,2018-07-07T00:00:00Z,2018,8-328,XYYF,Q4,25434.78
40,2018-07-07T00:00:00Z,2018,22-4022,XYYF,Q1,6361.58
40,2018-07-07T00:00:00Z,2018,22-4022,XYYF,Q2,5939.39
40,2018-07-07T00:00:00Z,2018,22-4022,XYYF,Q3,7244.47
40,2018-07-07T00:00:00Z,2018,22-4022,XYYF,Q4,6401.99
6,2018-07-08T00:00:00Z,2018,29-629,XXRP,Q1,9397.08
6,2018-07-08T00:00:00Z,2018,29-629,XXRP,Q2,8445.2
6,2018-07-08T00:00:00Z,2018,29-629,XXRP,Q3,8466.83
6,2018-07-08T00:00:00Z,2018,29-629,XXRP,Q4,6037.65
23,2018-07-09T00:00:00Z,2018,36-2336,XXRP,Q1,1652
23,2018-07-09T00:00:00Z,2018,36-2336,XXRP,Q2,1449.5
23,2018-07-09T00:00:00Z,2018,36-2336,XXRP,Q3,2647.5
23,2018-07-09T00:00:00Z,2018,36-2336,XXRP,Q4,2746
13,2018-07-10T00:00:00Z,2018,8-138,XYYF,Q1,40372.38
13,2018-07-10T00:00:00Z,2018,8-138,XYYF,Q2,37958.97
13,2018-07-10T00:00:00Z,2018,8-138,XYYF,Q3,36753.34
13,2018-07-10T00:00:00Z,2018,8-138,XYYF,Q4,36803.99
20,2018-07-10T00:00:00Z,2018,11-2011,XYYF,Q1,33693.8
20,2018-07-10T00:00:00Z,2018,11-2011,XYYF,Q2,33919.29
20,2018-07-10T00:00:00Z,2018,11-2011,XYYF,Q3,26807.27
20,2018-07-10T00:00:00Z,2018,11-2011,XYYF,Q4,25207.18
22,2018-07-15T00:00:00Z,2018,24-2224,XYYF,Q1,7618.17
22,2018-07-15T00:00:00Z,2018,24-2224,XYYF,Q2,7436.09
22,2018-07-15T00:00:00Z,2018,24-2224,XYYF,Q3,5844.34
22,2018-07-15T00:00:00Z,2018,24-2224,XYYF,Q4,7733.02
31,2018-07-16T00:00:00Z,2018,23-3123,XYYF,Q1,17910.47
31,2018-07-16T00:00:00Z,2018,23-3123,XYYF,Q2,20880.98
31,2018-07-16T00:00:00Z,2018,23-3123,XYYF,Q3,20549.18
31,2018-07-16T00:00:00Z,2018,23-3123,XYYF,Q4,16829.33
4,2018-07-17T00:00:00Z,2018,21-421,XYYF,Q1,11574.09
4,2018-07-17T00:00:00Z,2018,21-421,XYYF,Q2,11226.39
4,2018-07-17T00:00:00Z,2018,21-421,XYYF,Q3,10264.33
4,2018-07-17T00:00:00Z,2018,21-421,XYYF,Q4,10383.02
30,2018-07-18T00:00:00Z,2018,28-3028,XXRP,Q1,131.5
30,2018-07-18T00:00:00Z,2018,28-3028,XXRP,Q2,168.25
30,2018-07-18T00:00:00Z,2018,28-3028,XXRP,Q3,224
30,2018-07-18T00:00:00Z,2018,28-3028,XXRP,Q4,160
1,2018-07-19T00:00:00Z,2018,24-124,XYYF,Q1,8272.9
1,2018-07-19T00:00:00Z,2018,24-124,XYYF,Q2,8050.24
1,2018-07-19T00:00:00Z,2018,24-124,XYYF,Q3,7366.7
1,2018-07-19T00:00:00Z,2018,24-124,XYYF,Q4,5630.82
4,2018-07-19T00:00:00Z,2018,33-433,XXRP,Q1,12645.74
4,2018-07-19T00:00:00Z,2018,33-433,XXRP,Q2,12786.93
4,2018-07-19T00:00:00Z,2018,33-433,XXRP,Q3,11550.23
4,2018-07-19T00:00:00Z,2018,33-433,XXRP,Q4,10176.74
30,2018-07-19T00:00:00Z,2018,31-3031,XXRP,Q1,74.96
30,2018-07-19T00:00:00Z,2018,31-3031,XXRP,Q2,157
30,2018-07-19T00:00:00Z,2018,31-3031,XXRP,Q3,0
30,2018-07-19T00:00:00Z,2018,31-3031,XXRP,Q4,75
34,2018-07-20T00:00:00Z,2018,37-3437,XXRP,Q1,2611.93
34,2018-07-20T00:00:00Z,2018,37-3437,XXRP,Q2,3156.51
34,2018-07-20T00:00:00Z,2018,37-3437,XXRP,Q3,2989.13
34,2018-07-20T00:00:00Z,2018,37-3437,XXRP,Q4,2721.41
34,2018-07-22T00:00:00Z,2018,24-3424,XYYF,Q1,2548.44
34,2018-07-22T00:00:00Z,2018,24-3424,XYYF,Q2,3276.95
34,2018-07-22T00:00:00Z,2018,24-3424,XYYF,Q3,2582
34,2018-07-22T00:00:00Z,2018,24-3424,XYYF,Q4,2378.35
31,2018-07-23T00:00:00Z,2018,46-3146,XXRP,Q1,25122.16
31,2018-07-23T00:00:00Z,2018,46-3146,XXRP,Q2,24180.56
31,2018-07-23T00:00:00Z,2018,46-3146,XXRP,Q3,27171.3
31,2018-07-23T00:00:00Z,2018,46-3146,XXRP,Q4,25839.06
35,2018-07-23T00:00:00Z,2018,1-351,XYYF,Q1,23067.89
35,2018-07-23T00:00:00Z,2018,1-351,XYYF,Q2,32214.61
35,2018-07-23T00:00:00Z,2018,1-351,XYYF,Q3,30489.08
35,2018-07-23T00:00:00Z,2018,1-351,XYYF,Q4,16313.76
13,2018-07-25T00:00:00Z,2018,46-1346,XXRP,Q1,37571.1
13,2018-07-25T00:00:00Z,2018,46-1346,XXRP,Q2,38605.22
13,2018-07-25T00:00:00Z,2018,46-1346,XXRP,Q3,36625.72
13,2018-07-25T00:00:00Z,2018,46-1346,XXRP,Q4,39224.61
8,2018-07-26T00:00:00Z,2018,5-85,XYYF,Q1,23880.84
8,2018-07-26T00:00:00Z,2018,5-85,XYYF,Q2,25337.49
8,2018-07-26T00:00:00Z,2018,5-85,XYYF,Q3,22645.61
8,2018-07-26T00:00:00Z,2018,5-85,XYYF,Q4,15196.79
39,2018-07-26T00:00:00Z,2018,43-3993,XXRP,Q1,37206.63
39,2018-07-26T00:00:00Z,2018,43-3993,XXRP,Q2,34052.24
39,2018-07-26T00:00:00Z,2018,43-3993,XXRP,Q3,33626.18
39,2018-07-26T00:00:00Z,2018,43-3993,XXRP,Q4,34340.37
35,2018-07-27T00:00:00Z,2018,29-3529,XXRP,Q1,10177.34
35,2018-07-27T00:00:00Z,2018,29-3529,XXRP,Q2,10789.61
35,2018-07-27T00:00:00Z,2018,29-3529,XXRP,Q3,13040.16
35,2018-07-27T00:00:00Z,2018,29-3529,XXRP,Q4,9736.25
9,2018-07-28T00:00:00Z,2018,35-935,XXRP,Q1,1134
9,2018-07-28T00:00:00Z,2018,35-935,XXRP,Q2,1067
9,2018-07-28T00:00:00Z,2018,35-935,XXRP,Q3,1067
9,2018-07-28T00:00:00Z,2018,35-935,XXRP,Q4,1017
31,2018-07-28T00:00:00Z,2018,8-318,XYYF,Q1,27755.9
31,2018-07-28T00:00:00Z,2018,8-318,XYYF,Q2,26393.06
31,2018-07-28T00:00:00Z,2018,8-318,XYYF,Q3,25971.54
31,2018-07-28T00:00:00Z,2018,8-318,XYYF,Q4,27053.1
12,2018-07-30T00:00:00Z,2018,21-1221,XYYF,Q1,4570.97
12,2018-07-30T00:00:00Z,2018,21-1221,XYYF,Q2,4446.1
12,2018-07-30T00:00:00Z,2018,21-1221,XYYF,Q3,4639.51
12,2018-07-30T00:00:00Z,2018,21-1221,XYYF,Q4,4896.34
3,2018-07-31T00:00:00Z,2018,42-342,XXRP,Q1,3680.66
3,2018-07-31T00:00:00Z,2018,42-342,XXRP,Q2,3032.16
3,2018-07-31T00:00:00Z,2018,42-342,XXRP,Q3,4607.05
3,2018-07-31T00:00:00Z,2018,42-342,XXRP,Q4,3413.65
40,2018-07-31T00:00:00Z,2018,36-4036,XXRP,Q1,305
40,2018-07-31T00:00:00Z,2018,36-4036,XXRP,Q2,206
40,2018-07-31T00:00:00Z,2018,36-4036,XXRP,Q3,323.5
40,2018-07-31T00:00:00Z,2018,36-4036,XXRP,Q4,265
12,2018-08-04T00:00:00Z,2018,4-124,XYYF,Q1,27630.54
12,2018-08-04T00:00:00Z,2018,4-124,XYYF,Q2,25596.35
12,2018-08-04T00:00:00Z,2018,4-124,XYYF,Q3,25676.71
12,2018-08-04T00:00:00Z,2018,4-124,XYYF,Q4,26155.56
34,2018-08-04T00:00:00Z,2018,34-3434,XXRP,Q1,8706.5
34,2018-08-04T00:00:00Z,2018,34-3434,XXRP,Q2,9407
34,2018-08-04T00:00:00Z,2018,34-3434,XXRP,Q3,10011.5
34,2018-08-04T00:00:00Z,2018,34-3434,XXRP,Q4,10340.5
36,2018-08-04T00:00:00Z,2018,14-3614,XYYF,Q1,2681.18
36,2018-08-04T00:00:00Z,2018,14-3614,XYYF,Q2,2818.56
36,2018-08-04T00:00:00Z,2018,14-3614,XYYF,Q3,2624.21
36,2018-08-04T00:00:00Z,2018,14-3614,XYYF,Q4,2944.38
28,2018-08-06T00:00:00Z,2018,45-2845,XXRP,Q1,0.5
28,2018-08-06T00:00:00Z,2018,45-2845,XXRP,Q2,2.5
28,2018-08-06T00:00:00Z,2018,45-2845,XXRP,Q3,0
28,2018-08-06T00:00:00Z,2018,45-2845,XXRP,Q4,0
29,2018-08-07T00:00:00Z,2018,16-2916,XYYF,Q1,1182.65
29,2018-08-07T00:00:00Z,2018,16-2916,XYYF,Q2,2889.56
29,2018-08-07T00:00:00Z,2018,16-2916,XYYF,Q3,1749.32
29,2018-08-07T00:00:00Z,2018,16-2916,XYYF,Q4,1362.32
31,2018-08-07T00:00:00Z,2018,18-3118,XYYF,Q1,3218.6
31,2018-08-07T00:00:00Z,2018,18-3118,XYYF,Q2,11823.75
31,2018-08-07T00:00:00Z,2018,18-3118,XYYF,Q3,15938.06
31,2018-08-07T00:00:00Z,2018,18-3118,XYYF,Q4,1708.12
19,2018-08-08T00:00:00Z,2018,5-195,XYYF,Q1,36887.69
19,2018-08-08T00:00:00Z,2018,5-195,XYYF,Q2,39934.03
19,2018-08-08T00:00:00Z,2018,5-195,XYYF,Q3,42698.05
19,2018-08-08T00:00:00Z,2018,5-195,XYYF,Q4,24791.4
38,2018-08-08T00:00:00Z,2018,47-3897,XXRP,Q1,10159.7
38,2018-08-08T00:00:00Z,2018,47-3897,XXRP,Q2,8772.96
38,2018-08-08T00:00:00Z,2018,47-3897,XXRP,Q3,8014.49
38,2018-08-08T00:00:00Z,2018,47-3897,XXRP,Q4,8420.3
1,2018-08-09T00:00:00Z,2018,40-140,XXRP,Q1,66780.63
1,2018-08-09T00:00:00Z,2018,40-140,XXRP,Q2,60828.25
1,2018-08-09T00:00:00Z,2018,40-140,XXRP,Q3,68569.53
1,2018-08-09T00:00:00Z,2018,40-140,XXRP,Q4,64328.29
23,2018-08-09T00:00:00Z,2018,12-2312,XYYF,Q1,5617.9
23,2018-08-09T00:00:00Z,2018,12-2312,XYYF,Q2,5323.2
23,2018-08-09T00:00:00Z,2018,12-2312,XYYF,Q3,4538.22
23,2018-08-09T00:00:00Z,2018,12-2312,XYYF,Q4,5607.75
35,2018-08-09T00:00:00Z,2018,24-3524,XYYF,Q1,12180.85
35,2018-08-09T00:00:00Z,2018,24-3524,XYYF,Q2,11359.1
35,2018-08-09T00:00:00Z,2018,24-3524,XYYF,Q3,14150.37
35,2018-08-09T00:00:00Z,2018,24-3524,XYYF,Q4,11827.1
17,2018-08-10T00:00:00Z,2018,35-1735,XXRP,Q1,1552
17,2018-08-10T00:00:00Z,2018,35-1735,XXRP,Q2,1519
17,2018-08-10T00:00:00Z,2018,35-1735,XXRP,Q3,4048.1
17,2018-08-10T00:00:00Z,2018,35-1735,XXRP,Q4,745
38,2018-08-10T00:00:00Z,2018,20-3820,XYYF,Q1,0
38,2018-08-10T00:00:00Z,2018,20-3820,XYYF,Q2,0
38,2018-08-10T00:00:00Z,2018,20-3820,XYYF,Q3,4
38,2018-08-10T00:00:00Z,2018,20-3820,XYYF,Q4,0
20,2018-08-11T00:00:00Z,2018,29-2029,XXRP,Q1,10209
20,2018-08-11T00:00:00Z,2018,29-2029,XXRP,Q2,9331.86
20,2018-08-11T00:00:00Z,2018,29-2029,XXRP,Q3,10476.33
20,2018-08-11T00:00:00Z,2018,29-2029,XXRP,Q4,7275.09
22,2018-08-11T00:00:00Z,2018,20-2220,XYYF,Q1,8260.19
22,2018-08-11T00:00:00Z,2018,20-2220,XYYF,Q2,5762.83
22,2018-08-11T00:00:00Z,2018,20-2220,XYYF,Q3,8411.25
22,2018-08-11T00:00:00Z,2018,20-2220,XYYF,Q4,6722.05
13,2018-08-12T00:00:00Z,2018,1-131,XYYF,Q1,46761.9
13,2018-08-12T00:00:00Z,2018,1-131,XYYF,Q2,78415.94
13,2018-08-12T00:00:00Z,2018,1-131,XYYF,Q3,44042.19
13,2018-08-12T00:00:00Z,2018,1-131,XYYF,Q4,31574.04
40,2018-08-12T00:00:00Z,2018,47-4047,XXRP,Q1,0
40,2018-08-12T00:00:00Z,2018,47-4047,XXRP,Q2,80
40,2018-08-12T00:00:00Z,2018,47-4047,XXRP,Q3,0
40,2018-08-12T00:00:00Z,2018,47-4047,XXRP,Q4,0
5,2018-08-13T00:00:00Z,2018,14-514,XYYF,Q1,3327.63
5,2018-08-13T00:00:00Z,2018,14-514,XYYF,Q2,3208.93
5,2018-08-13T00:00:00Z,2018,14-514,XYYF,Q3,3865.93
5,2018-08-13T00:00:00Z,2018,14-514,XYYF,Q4,3875.23
37,2018-08-13T00:00:00Z,2018,23-3723,XYYF,Q1,0
37,2018-08-13T00:00:00Z,2018,23-3723,XYYF,Q2,0
37,2018-08-13T00:00:00Z,2018,23-3723,XYYF,Q3,0
37,2018-08-13T00:00:00Z,2018,23-3723,XYYF,Q4,0
10,2018-08-15T00:00:00Z,2018,17-1017,XYYF,Q1,36872.18
10,2018-08-15T00:00:00Z,2018,17-1017,XYYF,Q2,34782.91
10,2018-08-15T00:00:00Z,2018,17-1017,XYYF,Q3,34512.54
10,2018-08-15T00:00:00Z,2018,17-1017,XYYF,Q4,31175.51
26,2018-08-15T00:00:00Z,2018,19-2619,XYYF,Q1,1616.11
26,2018-08-15T00:00:00Z,2018,19-2619,XYYF,Q2,1281.75
26,2018-08-15T00:00:00Z,2018,19-2619,XYYF,Q3,908.83
26,2018-08-15T00:00:00Z,2018,19-2619,XYYF,Q4,1144.79
1,2018-08-16T00:00:00Z,2018,14-114,XYYF,Q1,19466.91
1,2018-08-16T00:00:00Z,2018,14-114,XYYF,Q2,18129.02
1,2018-08-16T00:00:00Z,2018,14-114,XYYF,Q3,17491.36
1,2018-08-16T00:00:00Z,2018,14-114,XYYF,Q4,16118.26
29,2018-08-16T00:00:00Z,2018,1-291,XYYF,Q1,14715.68
29,2018-08-16T00:00:00Z,2018,1-291,XYYF,Q2,25741.59
29,2018-08-16T00:00:00Z,2018,1-291,XYYF,Q3,18411.25
29,2018-08-16T00:00:00Z,2018,1-291,XYYF,Q4,11489.09
3,2018-08-17T00:00:00Z,2018,46-346,XXRP,Q1,6504.28
3,2018-08-17T00:00:00Z,2018,46-346,XXRP,Q2,5176.71
3,2018-08-17T00:00:00Z,2018,46-346,XXRP,Q3,5810.94
3,2018-08-17T00:00:00Z,2018,46-346,XXRP,Q4,4992.1
38,2018-08-17T00:00:00Z,2018,46-3846,XXRP,Q1,4725.95
38,2018-08-17T00:00:00Z,2018,46-3846,XXRP,Q2,3851.6
38,2018-08-17T00:00:00Z,2018,46-3846,XXRP,Q3,4038.57
38,2018-08-17T00:00:00Z,2018,46-3846,XXRP,Q4,4533.46
24,2018-08-18T00:00:00Z,2018,6-246,XYYF,Q1,3871.57
24,2018-08-18T00:00:00Z,2018,6-246,XYYF,Q2,6195.6
24,2018-08-18T00:00:00Z,2018,6-246,XYYF,Q3,5453.37
24,2018-08-18T00:00:00Z,2018,6-246,XYYF,Q4,3295.35
25,2018-08-18T00:00:00Z,2018,17-2517,XYYF,Q1,10460.55
25,2018-08-18T00:00:00Z,2018,17-2517,XYYF,Q2,7653.6
25,2018-08-18T00:00:00Z,2018,17-2517,XYYF,Q3,10255.27
25,2018-08-18T00:00:00Z,2018,17-2517,XYYF,Q4,11549.26
7,2018-08-19T00:00:00Z,2018,31-731,XXRP,Q1,1543
7,2018-08-19T00:00:00Z,2018,31-731,XXRP,Q2,1886
7,2018-08-19T00:00:00Z,2018,31-731,XXRP,Q3,1947.42
7,2018-08-19T00:00:00Z,2018,31-731,XXRP,Q4,1646
29,2018-08-19T00:00:00Z,2018,30-2930,XXRP,Q1,3778.5
29,2018-08-19T00:00:00Z,2018,30-2930,XXRP,Q2,3165.88
29,2018-08-19T00:00:00Z,2018,30-2930,XXRP,Q3,3717.5
29,2018-08-19T00:00:00Z,2018,30-2930,XXRP,Q4,3364.5
11,2018-08-20T00:00:00Z,2018,32-1132,XXRP,Q1,15419.48
11,2018-08-20T00:00:00Z,2018,32-1132,XXRP,Q2,19679.12
11,2018-08-20T00:00:00Z,2018,32-1132,XXRP,Q3,22738.87
11,2018-08-20T00:00:00Z,2018,32-1132,XXRP,Q4,12680.87
40,2018-08-21T00:00:00Z,2018,10-4010,XYYF,Q1,12385.22
40,2018-08-21T00:00:00Z,2018,10-4010,XYYF,Q2,11444.22
40,2018-08-21T00:00:00Z,2018,10-4010,XYYF,Q3,13688.21
40,2018-08-21T00:00:00Z,2018,10-4010,XYYF,Q4,13680.4
22,2018-08-22T00:00:00Z,2018,21-2221,XYYF,Q1,5943.33
22,2018-08-22T00:00:00Z,2018,21-2221,XYYF,Q2,6191.29
22,2018-08-22T00:00:00Z,2018,21-2221,XYYF,Q3,5420.77
22,2018-08-22T00:00:00Z,2018,21-2221,XYYF,Q4,5278.29
34,2018-08-22T00:00:00Z,2018,49-3449,XXRP,Q1,3517.79
34,2018-08-22T00:00:00Z,2018,49-3449,XXRP,Q2,4776.67
34,2018-08-22T00:00:00Z,2018,49-3449,XXRP,Q3,6027.54
34,2018-08-22T00:00:00Z,2018,49-3449,XXRP,Q4,4444.75
34,2018-08-24T00:00:00Z,2018,16-3416,XYYF,Q1,4084.86
34,2018-08-24T00:00:00Z,2018,16-3416,XYYF,Q2,5399.65
34,2018-08-24T00:00:00Z,2018,16-3416,XYYF,Q3,9078.15
34,2018-08-24T00:00:00Z,2018,16-3416,XYYF,Q4,11402.38
14,2018-08-25T00:00:00Z,2018,20-1420,XYYF,Q1,13731.35
14,2018-08-25T00:00:00Z,2018,20-1420,XYYF,Q2,10290.31
14,2018-08-25T00:00:00Z,2018,20-1420,XYYF,Q3,13697.84
14,2018-08-25T00:00:00Z,2018,20-1420,XYYF,Q4,13718.35
22,2018-08-25T00:00:00Z,2018,49-2249,XXRP,Q1,0
22,2018-08-25T00:00:00Z,2018,49-2249,XXRP,Q2,0
22,2018-08-25T00:00:00Z,2018,49-2249,XXRP,Q3,0
22,2018-08-25T00:00:00Z,2018,49-2249,XXRP,Q4,0
14,2018-08-26T00:00:00Z,2018,35-1435,XXRP,Q1,2974
14,2018-08-26T00:00:00Z,2018,35-1435,XXRP,Q2,1388
14,2018-08-26T00:00:00Z,2018,35-1435,XXRP,Q3,3505
14,2018-08-26T00:00:00Z,2018,35-1435,XXRP,Q4,2755
23,2018-08-27T00:00:00Z,2018,14-2314,XYYF,Q1,32058.85
23,2018-08-27T00:00:00Z,2018,14-2314,XYYF,Q2,31687.47
23,2018-08-27T00:00:00Z,2018,14-2314,XYYF,Q3,31392.32
23,2018-08-27T00:00:00Z,2018,14-2314,XYYF,Q4,27963.79
28,2018-08-27T00:00:00Z,2018,38-2838,XXRP,Q1,55748.69
28,2018-08-27T00:00:00Z,2018,38-2838,XXRP,Q2,46075.46
28,2018-08-27T00:00:00Z,2018,38-2838,XXRP,Q3,47036.39
28,2018-08-27T00:00:00Z,2018,38-2838,XXRP,Q4,50616.9
37,2018-08-27T00:00:00Z,2018,47-3797,XXRP,Q1,13777.15
37,2018-08-27T00:00:00Z,2018,47-3797,XXRP,Q2,12961.95
37,2018-08-27T00:00:00Z,2018,47-3797,XXRP,Q3,12741.53
37,2018-08-27T00:00:00Z,2018,47-3797,XXRP,Q4,13022.94
12,2018-08-28T00:00:00Z,2018,35-1235,XXRP,Q1,2973
12,2018-08-28T00:00:00Z,2018,35-1235,XXRP,Q2,2693
12,2018-08-28T00:00:00Z,2018,35-1235,XXRP,Q3,2930
12,2018-08-28T00:00:00Z,2018,35-1235,XXRP,Q4,2694
19,2018-08-29T00:00:00Z,2018,49-1949,XXRP,Q1,6916.09
19,2018-08-29T00:00:00Z,2018,49-1949,XXRP,Q2,7848.03
19,2018-08-29T00:00:00Z,2018,49-1949,XXRP,Q3,7004.84
19,2018-08-29T00:00:00Z,2018,49-1949,XXRP,Q4,6976.94
3,2018-08-30T00:00:00Z,2018,25-325,XYYF,Q1,4787.5
3,2018-08-30T00:00:00Z,2018,25-325,XYYF,Q2,4179.75
3,2018-08-30T00:00:00Z,2018,25-325,XYYF,Q3,4237.5
3,2018-08-30T00:00:00Z,2018,25-325,XYYF,Q4,3506
12,2018-08-30T00:00:00Z,2018,14-1214,XYYF,Q1,24359.71
12,2018-08-30T00:00:00Z,2018,14-1214,XYYF,Q2,22128.18
12,2018-08-30T00:00:00Z,2018,14-1214,XYYF,Q3,21794.65
12,2018-08-30T00:00:00Z,2018,14-1214,XYYF,Q4,22470.48
14,2018-08-30T00:00:00Z,2018,37-1487,XXRP,Q1,22875.25
14,2018-08-30T00:00:00Z,2018,37-1487,XXRP,Q2,16361.8
14,2018-08-30T00:00:00Z,2018,37-1487,XXRP,Q3,19143.22
14,2018-08-30T00:00:00Z,2018,37-1487,XXRP,Q4,21402.69
34,2018-08-30T00:00:00Z,2018,1-341,XYYF,Q1,20347.48
34,2018-08-30T00:00:00Z,2018,1-341,XYYF,Q2,36644.15
34,2018-08-30T00:00:00Z,2018,1-341,XYYF,Q3,27545.97
34,2018-08-30T00:00:00Z,2018,1-341,XYYF,Q4,15768
9,2018-09-01T00:00:00Z,2018,32-932,XXRP,Q1,6251.72
9,2018-09-01T00:00:00Z,2018,32-932,XXRP,Q2,10423.68
9,2018-09-01T00:00:00Z,2018,32-932,XXRP,Q3,6985.07
9,2018-09-01T00:00:00Z,2018,32-932,XXRP,Q4,5299.68
18,2018-09-01T00:00:00Z,2018,7-187,XYYF,Q1,21081.22
18,2018-09-01T00:00:00Z,2018,7-187,XYYF,Q2,23489.46
18,2018-09-01T00:00:00Z,2018,7-187,XYYF,Q3,28461.13
18,2018-09-01T00:00:00Z,2018,7-187,XYYF,Q4,23222.91
37,2018-09-01T00:00:00Z,2018,31-3731,XXRP,Q1,134.88
37,2018-09-01T00:00:00Z,2018,31-3731,XXRP,Q2,204.22
37,2018-09-01T00:00:00Z,2018,31-3731,XXRP,Q3,16.96
37,2018-09-01T00:00:00Z,2018,31-3731,XXRP,Q4,79.92
8,2018-09-03T00:00:00Z,2018,3-83,XYYF,Q1,10483.04
8,2018-09-03T00:00:00Z,2018,3-83,XYYF,Q2,9871.73
8,2018-09-03T00:00:00Z,2018,3-83,XYYF,Q3,7243.11
8,2018-09-03T00:00:00Z,2018,3-83,XYYF,Q4,8172.4
12,2018-09-04T00:00:00Z,2018,10-1210,XYYF,Q1,16810.35
12,2018-09-04T00:00:00Z,2018,10-1210,XYYF,Q2,16402.66
12,2018-09-04T00:00:00Z,2018,10-1210,XYYF,Q3,18034.33
12,2018-09-04T00:00:00Z,2018,10-1210,XYYF,Q4,19735.26
16,2018-09-05T00:00:00Z,2018,5-165,XYYF,Q1,13295.8
16,2018-09-05T00:00:00Z,2018,5-165,XYYF,Q2,15509.85
16,2018-09-05T00:00:00Z,2018,5-165,XYYF,Q3,15595.76
16,2018-09-05T00:00:00Z,2018,5-165,XYYF,Q4,11939.1
29,2018-09-05T00:00:00Z,2018,29-2929,XXRP,Q1,4724.83
29,2018-09-05T00:00:00Z,2018,29-2929,XXRP,Q2,4524.3
29,2018-09-05T00:00:00Z,2018,29-2929,XXRP,Q3,5209.66
29,2018-09-05T00:00:00Z,2018,29-2929,XXRP,Q4,3963.71
40,2018-09-05T00:00:00Z,2018,6-406,XYYF,Q1,3634.06
40,2018-09-05T00:00:00Z,2018,6-406,XYYF,Q2,4706.78
40,2018-09-05T00:00:00Z,2018,6-406,XYYF,Q3,6142.09
40,2018-09-05T00:00:00Z,2018,6-406,XYYF,Q4,6287.57
21,2018-09-08T00:00:00Z,2018,38-2138,XXRP,Q1,53149.41
21,2018-09-08T00:00:00Z,2018,38-2138,XXRP,Q2,35528.41
21,2018-09-08T00:00:00Z,2018,38-2138,XXRP,Q3,46254.43
21,2018-09-08T00:00:00Z,2018,38-2138,XXRP,Q4,43368.69
9,2018-09-09T00:00:00Z,2018,16-916,XYYF,Q1,3859.87
9,2018-09-09T00:00:00Z,2018,16-916,XYYF,Q2,3340.89
9,2018-09-09T00:00:00Z,2018,16-916,XYYF,Q3,6438.41
9,2018-09-09T00:00:00Z,2018,16-916,XYYF,Q4,7240.76
12,2018-09-10T00:00:00Z,2018,48-1298,XXRP,Q1,1193.17
12,2018-09-10T00:00:00Z,2018,48-1298,XXRP,Q2,1390.66
12,2018-09-10T00:00:00Z,2018,48-1298,XXRP,Q3,917.58
12,2018-09-10T00:00:00Z,2018,48-1298,XXRP,Q4,805.41
15,2018-09-10T00:00:00Z,2018,45-1545,XXRP,Q1,0
15,2018-09-10T00:00:00Z,2018,45-1545,XXRP,Q2,0
15,2018-09-10T00:00:00Z,2018,45-1545,XXRP,Q3,0
15,2018-09-10T00:00:00Z,2018,45-1545,XXRP,Q4,0
16,2018-09-10T00:00:00Z,2018,49-1649,XXRP,Q1,0
16,2018-09-10T00:00:00Z,2018,49-1649,XXRP,Q2,0
